shop_id,mean_l2m,var_l2m,min_l2m,max_l2m,median_l2m,sum_l2m
1646,73.8333333333,352.626436782,42,106,71.0,2215
1647,244.333333333,1899.54022989,174,344,236.5,7330
1648,199.7,1114.56206897,128,287,196.5,5991
1649,57.3666666667,505.205747126,34,115,46.5,1721
1650,178.433333333,5114.73678161,71,291,202.5,5353
1651,87.12,611.526666667,1,120,92.0,2178
1652,71.9333333333,678.891954023,11,119,74.0,2158
1653,122.233333333,2679.77126437,61,351,115.0,3667
1654,85.7666666667,532.185057471,55,149,79.0,2573
1655,84.9,1450.23103448,26,143,94.0,2547
1656,58.4666666667,119.774712644,43,96,57.0,1754
1657,102.333333333,125.126436782,82,126,101.0,3070
1658,234.666666667,4027.81609195,118,327,249.0,7040
1659,102.466666667,1031.9816092,47,167,102.5,3074
1660,69.2,350.717241379,40,100,64.0,2076
1661,397.965517241,13440.1059113,8,590,397.0,11541
1662,81.8666666667,320.809195402,45,119,76.5,2456
1663,301.433333333,732.667816092,249,354,301.0,9043
1664,86.5333333333,1534.25747126,36,198,70.5,2596
1665,116.5,726.18,57,152,125.5,3029
1666,225.066666667,6423.51264368,118,368,211.0,6752
1667,316.2,3559.47586207,177,433,320.0,9486
1668,130.3,1038.76896552,83,212,124.0,3909
1669,96.9,434.644827586,56,161,97.0,2907
1670,186.366666667,2495.68850575,122,271,168.5,5591
1671,81.5,476.051724138,39,127,78.5,2445
1672,107.1,2601.26551724,52,242,91.0,3213
1673,248.433333333,2019.56436782,192,334,235.5,7453
1674,69.1333333333,135.498850575,45,91,66.5,2074
1675,86.4,411.834482759,51,127,83.5,2592
1676,119.2,493.337931034,66,165,119.5,3576
1677,117.0,458.620689655,87,183,113.0,3510
1678,80.7333333333,355.305747126,32,115,85.0,2422
1679,87.0416666667,2405.08514493,19,146,105.0,2089
1680,137.533333333,1647.91264368,55,192,150.5,4126
1681,72.3333333333,1212.64367816,8,140,65.5,2170
1682,104.433333333,252.254022989,74,151,103.5,3133
1683,56.6666666667,1024.57471264,20,119,39.5,1700
1684,81.7,321.251724138,57,130,79.0,2451
1685,75.1785714286,1175.48544974,2,131,69.0,2105
1686,58.3666666667,1054.65402299,7,112,74.5,1751
1687,616.766666667,22654.8747126,442,899,565.5,18503
1688,57.6538461538,774.715384615,5,104,58.5,1499
1689,83.1333333333,375.498850575,53,121,80.0,2494
1690,218.133333333,1386.60229885,145,289,216.0,6544
1691,41.9166666667,141.471014493,26,70,40.5,1006
1692,235.8,7593.40689655,135,455,204.5,7074
1693,95.7666666667,887.357471264,35,163,97.5,2873
1694,53.9333333333,1939.85747126,12,163,28.0,1618
1695,98.1,353.472413793,60,136,99.0,2943
1696,91.4666666667,364.11954023,52,123,93.0,2744
1697,136.833333333,2279.38505747,44,234,122.0,4105
1698,334.043478261,5714.22529644,167,466,341.0,7683
1699,84.7,424.424137931,55,142,85.0,2541
1700,95.3666666667,836.86091954,50,178,93.0,2861
1701,82.3448275862,297.162561576,50,112,83.0,2388
1702,58.7,718.217241379,7,116,63.0,1761
1703,55.4666666667,1569.15402299,12,182,38.5,1664
1704,343.1,10315.2655172,121,461,374.0,10293
1705,81.1666666667,312.695402299,39,115,80.0,2435
1706,187.566666667,10176.8057471,38,306,243.5,5627
1707,336.24,3547.02333333,156,459,323.0,8406
1708,205.833333333,26250.2126437,108,893,148.5,6175
1709,615.9,115219.403448,141,1035,834.5,18477
1710,209.8,1703.2,132,311,206.5,6294
1711,100.6,450.937931034,50,133,104.0,3018
1712,64.8,241.062068966,39,97,62.0,1944
1713,55.9333333333,211.512643678,25,83,59.0,1678
1714,151.033333333,2583.55057471,60,217,175.5,4531
1715,65.3,662.148275862,29,114,62.5,1959
1716,127.115384615,4335.30615385,10,196,153.0,3305
1717,287.033333333,5512.65402299,181,448,258.5,8611
1718,63.9333333333,154.202298851,47,107,62.5,1918
1719,224.964285714,3784.5542328,89,310,233.0,6299
1720,239.233333333,8970.66781609,84,483,211.0,7177
1721,50.0,214.24,18,74,53.0,1300
1722,194.466666667,839.085057471,146,247,197.0,5834
1723,78.5333333333,348.602298851,53,136,73.5,2356
1724,94.2,436.993103448,51,130,99.0,2826
1725,154.071428571,3579.47619048,73,283,151.5,4314
1726,335.833333333,5631.31609195,233,495,311.0,10075
1727,187.2,1809.68275862,93,264,202.0,5616
1728,74.3666666667,1189.68850575,13,135,79.0,2231
1729,91.9666666667,581.688505747,47,137,88.5,2759
1730,70.8333333333,790.143678161,34,123,57.5,2125
1731,61.4666666667,197.636781609,43,91,57.0,1844
1732,138.933333333,1290.89195402,80,226,138.0,4168
1733,69.4333333333,2296.32298851,2,139,82.5,2083
1734,92.6333333333,396.171264368,57,132,92.5,2779
1735,80.0333333333,476.37816092,47,136,74.5,2401
1736,49.6333333333,98.8609195402,34,73,50.0,1489
1737,60.5925925926,1219.86609687,2,105,76.0,1636
1738,115.1,369.403448276,79,149,115.5,3453
1739,60.4333333333,156.391954023,31,96,59.0,1813
1740,85.8666666667,2216.46436782,1,148,106.5,2576
1741,81.4666666667,564.395402299,45,135,81.0,2444
1742,61.4,625.627586207,11,108,65.0,1842
1743,279.166666667,1770.83333333,197,339,280.5,8375
1744,126.766666667,709.840229885,85,186,117.5,3803
1745,440.5,3436.94827586,353,567,429.5,13215
1746,83.5666666667,487.97816092,36,127,87.0,2507
1747,60.6,1384.45517241,13,130,59.5,1818
1748,95.1666666667,655.798850575,59,141,86.5,2855
1749,44.8,147.2,20,69,47.5,1344
1750,102.142857143,1751.05494505,4,159,108.5,1430
1751,270.266666667,6335.44367816,154,454,250.0,8108
1752,291.533333333,6960.11954023,178,536,276.0,8746
1753,236.6,3699.28275862,146,331,248.0,7098
1754,61.3333333333,211.057471264,39,115,60.5,1840
1755,82.2666666667,512.754022989,43,149,80.5,2468
1756,157.333333333,943.540229885,106,232,153.5,4720
1757,124.033333333,2414.44712644,69,237,114.0,3721
1758,53.7,187.113793103,34,88,52.0,1611
1759,343.633333333,12794.3781609,144,540,370.5,10309
1760,121.2,315.889655172,80,161,117.5,3636
1761,64.9,1130.43793103,23,138,47.5,1947
1762,149.6,1366.52413793,92,214,152.0,4488
1763,150.466666667,1395.36091954,81,253,142.5,4514
1764,82.6666666667,1675.26436782,16,142,100.0,2480
1765,108.133333333,1450.25747126,44,195,108.0,3244
1766,111.266666667,388.754022989,70,156,112.5,3338
1767,150.3,794.7,109,219,144.5,4509
1768,225.9,4845.67931034,115,311,248.0,6777
1769,69.3333333333,985.471264368,26,172,64.0,2080
1770,216.3,2785.66551724,145,316,196.0,6489
1771,157.1,5123.81724138,26,465,155.5,4713
1772,53.6071428571,1246.2473545,1,126,39.0,1501
1773,68.3666666667,468.102298851,39,121,66.0,2051
1774,90.3043478261,697.403162055,23,131,91.0,2077
1775,240.066666667,1555.09885057,189,361,229.5,7202
1776,126.133333333,999.498850575,64,200,121.5,3784
1777,85.5333333333,133.567816092,66,108,85.0,2566
1778,182.466666667,423.429885057,134,236,184.5,5474
1779,189.133333333,3856.46436782,80,292,211.0,5674
1780,92.1333333333,458.11954023,52,164,94.0,2764
1781,59.1,779.748275862,16,158,61.5,1773
1782,96.4,523.765517241,28,136,98.0,2892
1783,420.133333333,6891.63678161,305,633,404.0,12604
1784,218.0,1102.20689655,137,288,220.0,6540
1785,86.3333333333,373.471264368,57,133,83.0,2590
1786,175.066666667,3876.61609195,65,289,190.0,5252
1787,113.2,1669.75172414,38,197,119.0,3396
1788,45.3666666667,214.37816092,18,75,46.0,1361
1789,104.8,257.337931034,71,133,105.5,3144
1790,280.333333333,1884.64367816,187,387,281.0,8410
1791,104.433333333,228.598850575,81,136,102.5,3133
1792,106.266666667,612.47816092,66,167,106.5,3188
1793,81.9666666667,582.791954023,6,142,80.0,2459
1794,113.1,475.05862069,84,163,107.0,3393
1795,89.3,643.872413793,59,151,81.5,2679
1796,223.133333333,2954.11954023,151,311,200.0,6694
1797,71.6,1606.31724138,1,131,85.5,2148
1798,54.7,234.7,29,83,53.0,1641
1799,73.8,1333.33793103,8,126,83.5,2214
1800,107.266666667,2279.16781609,59,212,81.0,3218
1801,139.0,6292.20689655,51,289,95.5,4170
1802,48.0,110.827586207,27,72,47.5,1440
1803,82.724137931,1886.27832512,1,142,97.0,2399
1804,190.366666667,13852.1712644,70,438,118.0,5711
1805,56.2068965517,153.598522167,33,85,53.0,1630
1806,75.4,1016.17931034,27,121,74.5,2262
1807,125.633333333,1028.3091954,78,199,121.5,3769
1808,45.08,95.16,25,63,45.0,1127
1809,132.733333333,958.685057471,46,205,137.0,3982
1810,86.5666666667,1346.59885057,25,167,88.5,2597
1811,100.533333333,179.085057471,79,126,99.5,3016
1812,96.9333333333,1085.92643678,53,165,88.5,2908
1813,119.233333333,2235.70229885,38,197,135.5,3577
1814,98.7333333333,1172.27126437,46,153,108.0,2962
1815,76.8,244.027586207,45,108,74.5,2304
1816,68.0666666667,692.891954023,40,153,63.5,2042
1817,150.5,945.293103448,77,210,155.0,4515
1818,172.366666667,5828.58505747,23,261,192.5,5171
1819,53.7,226.286206897,33,91,47.5,1611
1820,117.266666667,1300.89195402,64,205,103.0,3518
1821,990.766666667,51263.6333333,749,1525,890.5,29723
1822,83.7,826.906896552,34,191,81.5,2511
1823,98.7666666667,744.116091954,69,161,89.0,2963
1824,49.3043478261,148.85770751,20,74,48.0,1134
1825,148.8,870.165517241,84,197,150.0,4464
1826,206.8,1872.30344828,141,282,194.0,6204
1827,71.4,302.317241379,46,117,69.5,2142
1828,181.166666667,1162.14367816,119,250,172.5,5435
1829,155.933333333,955.236781609,104,220,153.5,4678
1830,41.2,278.372413793,21,84,38.5,1236
1831,472.766666667,78441.7712644,45,788,639.5,14183
1832,92.8666666667,468.671264368,29,133,99.0,2786
1833,56.4666666667,317.085057471,26,106,50.5,1694
1834,63.4666666667,93.016091954,42,82,64.0,1904
1835,70.2666666667,881.788505747,21,153,60.0,2108
1836,130.9,507.334482759,82,173,133.0,3927
1837,85.6333333333,460.585057471,58,148,77.5,2569
1838,138.766666667,1101.01264368,89,206,132.0,4163
1839,163.133333333,2460.32643678,107,279,141.0,4894
1840,63.9666666667,1406.58505747,20,191,52.5,1919
1841,54.9666666667,504.240229885,18,95,48.0,1649
1842,197.9,1869.61034483,120,293,194.5,5937
1843,461.933333333,84442.4781609,70,851,629.0,13858
1844,104.7,505.389655172,67,148,104.0,3141
1845,60.4,112.524137931,37,82,59.0,1812
1846,74.7,1097.73448276,15,132,60.0,2241
1847,66.1666666667,554.695402299,40,134,57.5,1985
1848,72.8333333333,217.591954023,50,108,71.0,2185
1849,68.9,107.817241379,47,90,68.5,2067
1850,317.666666667,4445.05747126,163,449,309.0,9530
1851,121.9,733.265517241,79,181,130.0,3657
1852,81.4333333333,195.426436782,62,121,81.5,2443
1853,175.666666667,1483.6091954,99,254,173.0,5270
1854,131.333333333,328.298850575,97,162,130.0,3940
1855,167.3,6068.01034483,43,287,203.0,5019
1856,59.76,1126.44,1,98,69.0,1494
1857,88.1333333333,601.36091954,43,124,96.5,2644
1858,90.1153846154,1008.10615385,11,120,104.5,2343
1859,305.066666667,3609.51264368,194,401,313.5,9152
1860,128.133333333,2118.46436782,68,202,114.5,3844
1861,250.766666667,7310.80574713,120,396,218.5,7523
1862,65.9,975.196551724,31,140,48.0,1977
1863,108.166666667,665.109195402,56,147,114.0,3245
1864,119.866666667,950.671264368,61,173,125.0,3596
1865,79.6,1411.90344828,37,170,62.0,2388
1866,62.8260869565,1161.69565217,3,127,67.0,1445
1867,172.178571429,8387.11507937,17,272,217.0,4821
1868,79.8666666667,726.809195402,30,137,72.5,2396
1869,77.8333333333,646.488505747,47,126,72.0,2335
1870,81.0333333333,568.171264368,30,121,82.5,2431
1871,49.5,352.603448276,24,87,46.0,1485
1872,310.4,4546.93793103,184,459,293.5,9312
1873,78.0,2614.75,1,155,95.0,1326
1874,199.533333333,924.87816092,102,255,201.0,5986
1875,487.766666667,120097.288506,33,816,701.0,14633
1876,201.033333333,1078.44712644,151,292,204.5,6031
1877,147.466666667,1168.32643678,78,218,147.0,4424
1878,107.4,1250.45517241,38,166,120.5,3222
1879,77.5666666667,117.97816092,54,98,76.0,2327
1880,166.666666667,1841.40229885,109,256,150.0,5000
1881,348.4,22442.1103448,104,552,412.0,10452
1882,186.9,2081.33448276,126,278,170.5,5607
1883,69.5,541.293103448,41,110,58.5,2085
1884,121.866666667,1376.67126437,69,195,109.0,3656
1885,72.8,288.510344828,39,107,75.5,2184
1886,92.8666666667,913.222988506,45,179,92.0,2786
1887,137.266666667,2185.23678161,64,211,129.0,4118
1888,87.6,255.765517241,64,120,84.5,2628
1889,37.1764705882,587.779411765,12,80,19.0,632
1890,322.333333333,13439.7471264,123,445,383.5,9670
1891,48.4666666667,52.9471264368,31,60,51.0,1454
1892,117.233333333,1270.39195402,54,186,113.0,3517
1893,60.1666666667,402.695402299,29,129,58.0,1805
1894,141.166666667,7628.00574713,8,247,196.0,4235
1895,165.1,929.334482759,116,272,160.0,4953
1896,64.1,252.575862069,37,97,60.0,1923
1897,64.9666666667,309.067816092,25,93,70.0,1949
1898,314.7,18960.0793103,150,692,267.5,9441
1899,20.8666666667,47.9816091954,10,42,20.0,626
1900,58.9,105.196551724,38,84,59.0,1767
1901,481.933333333,10384.3402299,344,708,458.0,14458
1902,116.6,1241.83448276,59,280,112.0,3498
1903,243.333333333,2094.71264368,181,340,242.0,7300
1904,120.724137931,3837.99261084,3,208,143.0,3501
1905,191.866666667,1087.36091954,126,262,189.5,5756
1906,415.0,11703.5862069,238,666,386.5,12450
1907,95.5666666667,1701.70229885,18,158,112.5,2867
1908,64.7333333333,347.995402299,36,106,63.0,1942
1909,70.0333333333,258.171264368,35,104,68.0,2101
1910,59.7666666667,162.874712644,35,88,60.0,1793
1911,117.366666667,1383.61954023,65,195,116.0,3521
1912,169.166666667,749.247126437,135,245,169.0,5075
1913,37.7586206897,93.4753694581,19,57,41.0,1095
1914,197.0,7361.86206897,95,436,163.5,5910
1915,66.5333333333,749.429885057,14,107,71.0,1996
1916,117.333333333,329.195402299,82,166,117.0,3520
1917,117.533333333,462.188505747,79,166,114.5,3526
1918,6.65384615385,19.7553846154,1,14,6.5,173
1919,135.3,1218.21724138,85,229,127.0,4059
1920,68.2962962963,347.601139601,33,119,69.0,1844
1921,159.333333333,698.298850575,94,198,163.5,4780
1922,312.633333333,5487.55057471,225,453,284.0,9379
1923,131.066666667,983.029885057,88,188,120.5,3932
1924,127.133333333,3729.29195402,58,298,101.0,3814
1926,61.9,610.920689655,22,100,70.0,1857
1927,342.3,35872.9758621,50,603,395.5,10269
1928,1016.06896552,227777.495074,501,2634,878.0,29466
1929,71.5714285714,875.735449735,14,113,81.0,2004
1930,107.1,462.437931034,67,178,107.5,3213
1931,329.833333333,2131.52298851,186,400,339.5,9895
1932,239.166666667,1004.35057471,178,324,230.5,7175
1933,75.5666666667,316.667816092,46,108,72.0,2267
1934,109.933333333,1918.47816092,60,212,94.5,3298
1935,256.766666667,12435.2885057,116,701,277.0,7703
1936,144.333333333,961.954022989,101,214,134.0,4330
1937,164.266666667,636.685057471,107,217,167.0,4928
1938,120.133333333,2693.22298851,65,226,91.0,3604
1939,203.2,2982.51034483,140,336,183.0,6096
1940,119.9,323.54137931,96,174,117.5,3597
1941,157.566666667,1322.94367816,86,210,166.0,4727
1942,96.0666666667,1278.20229885,45,156,82.0,2882
1943,77.0588235294,1827.43382353,12,162,61.0,1310
1944,506.6,5188.3862069,352,646,508.5,15198
1945,329.566666667,4296.59885057,186,415,346.0,9887
1946,105.633333333,531.274712644,77,163,101.0,3169
1947,45.4666666667,292.809195402,10,73,48.0,1364
1948,212.933333333,1004.89195402,136,258,223.0,6388
1949,60.6333333333,178.86091954,32,86,59.5,1819
1950,283.233333333,4174.66781609,201,479,259.0,8497
1951,116.166666667,487.17816092,82,156,114.0,3485
1952,72.6,706.8,32,122,68.0,2178
1953,67.4666666667,226.602298851,39,108,66.5,2024
1954,417.2,4728.85517241,330,552,406.0,12516
1955,172.033333333,2264.37816092,109,266,157.5,5161
1956,140.466666667,309.843678161,101,179,142.5,4214
1957,100.266666667,805.650574713,63,183,95.5,3008
1958,171.4,2601.55862069,82,307,156.5,5142
1959,287.433333333,11396.116092,81,411,328.5,8623
1960,202.566666667,1301.28850575,154,284,190.5,6077
1961,84.8,428.786206897,48,129,83.5,2544
1962,142.166666667,163.66091954,114,169,143.0,4265
1963,108.1,894.024137931,63,161,114.5,3243
1964,78.4,395.834482759,39,110,83.0,2352
1965,116.5,456.603448276,78,163,112.0,3495
1966,198.933333333,6568.89195402,76,321,228.0,5968
1967,206.533333333,1899.29195402,157,318,191.0,6196
1968,12.3333333333,69.8850574713,2,34,9.5,370
1969,85.5,403.444444444,9,113,90.0,2394
1970,238.066666667,1674.54712644,152,351,235.0,7142
1971,204.1,2378.50689655,103,279,221.5,6123
1972,80.7666666667,715.495402299,41,151,74.0,2423
1973,57.3,228.493103448,30,83,59.0,1719
1974,133.2,1888.85517241,50,210,149.5,3996
1975,226.166666667,8231.31609195,130,566,214.0,6785
1976,95.3666666667,276.033333333,51,125,97.0,2861
1977,128.366666667,554.929885057,86,171,132.5,3851
1978,159.1,2117.40344828,100,273,151.0,4773
1979,65.6333333333,84.7229885057,51,84,64.5,1969
1980,55.0666666667,201.788505747,34,84,54.0,1652
1981,79.4,939.765517241,27,163,82.0,2382
1982,66.6,225.55862069,39,99,65.0,1998
1983,77.56,455.173333333,45,123,78.0,1939
1984,54.6333333333,116.86091954,32,70,57.0,1639
1985,530.433333333,51057.3574713,342,1295,444.0,15913
1986,91.3333333333,160.91954023,63,123,91.0,2740
1987,63.2,659.406896552,29,145,58.5,1896
1988,207.633333333,1813.8954023,147,313,197.0,6229
1989,106.866666667,4395.56781609,39,287,72.5,3206
1990,90.8666666667,416.395402299,57,136,87.5,2726
1991,134.133333333,420.671264368,87,173,136.0,4024
1992,71.1,540.989655172,37,121,67.0,2133
1993,65.0769230769,411.753846154,35,117,63.0,1692
1994,147.0,653.931034483,119,240,137.5,4410
1995,62.8666666667,88.8091954023,43,84,62.5,1886
1996,75.8333333333,142.350574713,53,102,77.0,2275
1997,200.633333333,9172.99885057,58,341,242.5,6019
1998,355.518518519,17568.1823362,65,529,397.0,9599
1999,340.633333333,5270.86091954,223,538,323.5,10219
2000,116.2,2739.47586207,29,177,143.5,3486
